Datum,1NP901A
10.11.1999. 00:00:00,74.3
15.11.1999. 00:00:00,74.3
20.11.1999. 00:00:00,74.27
25.11.1999. 00:00:00,74.27
1.12.1999. 00:00:00,74.27
5.12.1999. 00:00:00,74.27
10.12.1999. 00:00:00,74.3
15.12.1999. 00:00:00,74.32
20.12.1999. 00:00:00,74.32
25.12.1999. 00:00:00,74.32
1.1.2000. 00:00:00,74.27
5.1.2000. 00:00:00,74.27
10.1.2000. 00:00:00,74.27
15.1.2000. 00:00:00,74.22
20.1.2000. 00:00:00,74.22
25.1.2000. 00:00:00,74.22
1.4.2000. 00:00:00,75.16
5.4.2000. 00:00:00,75.17
10.4.2000. 00:00:00,75.17
15.4.2000. 00:00:00,75.17
20.4.2000. 00:00:00,75.18
25.4.2000. 00:00:00,75.23
1.5.2000. 00:00:00,75.2
5.5.2000. 00:00:00,75.17
10.5.2000. 00:00:00,75.14
15.5.2000. 00:00:00,75.11
20.5.2000. 00:00:00,75.06
25.5.2000. 00:00:00,75.01
1.6.2000. 00:00:00,75.07
5.6.2000. 00:00:00,75.03
10.6.2000. 00:00:00,75.0
15.6.2000. 00:00:00,74.96
20.6.2000. 00:00:00,74.92
25.6.2000. 00:00:00,74.88
1.7.2000. 00:00:00,74.85
5.7.2000. 00:00:00,74.83
10.7.2000. 00:00:00,74.8
15.7.2000. 00:00:00,74.77
20.7.2000. 00:00:00,74.75
25.7.2000. 00:00:00,74.72
1.8.2000. 00:00:00,74.69
5.8.2000. 00:00:00,74.66
10.8.2000. 00:00:00,74.63
15.8.2000. 00:00:00,74.59
20.8.2000. 00:00:00,74.55
25.8.2000. 00:00:00,74.55
1.9.2000. 00:00:00,74.55
5.9.2000. 00:00:00,74.54
10.9.2000. 00:00:00,74.53
15.9.2000. 00:00:00,74.52
20.9.2000. 00:00:00,74.54
25.9.2000. 00:00:00,74.56
1.10.2000. 00:00:00,74.55
5.10.2000. 00:00:00,74.52
10.10.2000. 00:00:00,74.52
15.10.2000. 00:00:00,74.51
20.10.2000. 00:00:00,74.52
25.10.2000. 00:00:00,74.52
1.11.2000. 00:00:00,74.52
5.11.2000. 00:00:00,74.51
10.11.2000. 00:00:00,74.51
15.11.2000. 00:00:00,74.52
20.11.2000. 00:00:00,74.51
25.11.2000. 00:00:00,74.52
1.12.2000. 00:00:00,74.49
5.12.2000. 00:00:00,74.49
10.12.2000. 00:00:00,74.49
15.12.2000. 00:00:00,74.48
20.12.2000. 00:00:00,74.48
25.12.2000. 00:00:00,74.48
1.1.2001. 00:00:00,74.49
5.1.2001. 00:00:00,74.5
10.1.2001. 00:00:00,74.48
15.1.2001. 00:00:00,74.46
20.1.2001. 00:00:00,74.44
25.1.2001. 00:00:00,74.42
1.2.2001. 00:00:00,74.51
5.2.2001. 00:00:00,74.51
10.2.2001. 00:00:00,74.5
15.2.2001. 00:00:00,74.49
20.2.2001. 00:00:00,74.49
25.2.2001. 00:00:00,74.5
1.3.2001. 00:00:00,74.49
5.3.2001. 00:00:00,74.46
10.3.2001. 00:00:00,74.47
15.3.2001. 00:00:00,74.46
20.3.2001. 00:00:00,74.47
25.3.2001. 00:00:00,74.48
1.4.2001. 00:00:00,74.45
5.4.2001. 00:00:00,74.44
10.4.2001. 00:00:00,74.53
15.4.2001. 00:00:00,74.53
20.4.2001. 00:00:00,74.57
25.4.2001. 00:00:00,74.63
1.5.2001. 00:00:00,74.61
5.5.2001. 00:00:00,74.5
10.5.2001. 00:00:00,74.57
15.5.2001. 00:00:00,74.56
20.5.2001. 00:00:00,74.54
25.5.2001. 00:00:00,74.53
1.6.2001. 00:00:00,74.52
5.6.2001. 00:00:00,74.5
10.6.2001. 00:00:00,74.46
15.6.2001. 00:00:00,74.42
20.6.2001. 00:00:00,74.59
25.6.2001. 00:00:00,74.61
1.7.2001. 00:00:00,74.63
5.7.2001. 00:00:00,74.64
10.7.2001. 00:00:00,74.59
15.7.2001. 00:00:00,74.52
20.7.2001. 00:00:00,74.47
25.7.2001. 00:00:00,74.44
1.8.2001. 00:00:00,74.42
5.8.2001. 00:00:00,74.4
10.8.2001. 00:00:00,74.38
15.8.2001. 00:00:00,74.36
20.8.2001. 00:00:00,74.34
25.8.2001. 00:00:00,74.31
1.9.2001. 00:00:00,74.28
5.9.2001. 00:00:00,74.29
10.9.2001. 00:00:00,74.3
15.9.2001. 00:00:00,74.29
20.9.2001. 00:00:00,74.28
25.9.2001. 00:00:00,74.31
1.10.2001. 00:00:00,74.31
5.10.2001. 00:00:00,74.32
10.10.2001. 00:00:00,74.27
15.10.2001. 00:00:00,74.26
20.10.2001. 00:00:00,74.25
25.10.2001. 00:00:00,74.23
1.11.2001. 00:00:00,74.24
5.11.2001. 00:00:00,74.24
10.11.2001. 00:00:00,74.28
15.11.2001. 00:00:00,74.3
20.11.2001. 00:00:00,74.26
25.11.2001. 00:00:00,74.25
1.12.2001. 00:00:00,74.29
5.12.2001. 00:00:00,74.31
10.12.2001. 00:00:00,74.34
15.12.2001. 00:00:00,74.3
20.12.2001. 00:00:00,74.31
25.12.2001. 00:00:00,74.29
1.1.2002. 00:00:00,74.3
5.1.2002. 00:00:00,74.32
10.1.2002. 00:00:00,74.36
15.1.2002. 00:00:00,74.29
20.1.2002. 00:00:00,74.26
25.1.2002. 00:00:00,74.36
1.2.2002. 00:00:00,74.37
5.2.2002. 00:00:00,74.31
10.2.2002. 00:00:00,74.33
15.2.2002. 00:00:00,74.34
20.2.2002. 00:00:00,74.36
25.2.2002. 00:00:00,74.34
1.3.2002. 00:00:00,74.34
5.3.2002. 00:00:00,74.33
10.3.2002. 00:00:00,74.34
15.3.2002. 00:00:00,74.33
20.3.2002. 00:00:00,74.33
25.3.2002. 00:00:00,74.33
1.4.2002. 00:00:00,74.31
5.4.2002. 00:00:00,74.31
10.4.2002. 00:00:00,74.3
15.4.2002. 00:00:00,74.3
20.4.2002. 00:00:00,74.3
25.4.2002. 00:00:00,74.32
1.5.2002. 00:00:00,74.29
5.5.2002. 00:00:00,74.28
10.5.2002. 00:00:00,74.29
15.5.2002. 00:00:00,74.25
20.5.2002. 00:00:00,74.25
25.5.2002. 00:00:00,74.2
1.6.2002. 00:00:00,74.19
5.6.2002. 00:00:00,74.22
10.6.2002. 00:00:00,74.19
15.6.2002. 00:00:00,74.2
20.6.2002. 00:00:00,74.21
25.6.2002. 00:00:00,74.23
1.7.2002. 00:00:00,74.17
5.7.2002. 00:00:00,74.17
10.7.2002. 00:00:00,74.17
15.7.2002. 00:00:00,74.17
20.7.2002. 00:00:00,74.15
25.7.2002. 00:00:00,74.13
1.8.2002. 00:00:00,74.13
5.8.2002. 00:00:00,74.13
10.8.2002. 00:00:00,74.19
15.8.2002. 00:00:00,74.18
20.8.2002. 00:00:00,74.17
25.8.2002. 00:00:00,74.17
1.9.2002. 00:00:00,74.18
5.9.2002. 00:00:00,74.18
10.9.2002. 00:00:00,74.18
15.9.2002. 00:00:00,74.18
20.9.2002. 00:00:00,74.18
25.9.2002. 00:00:00,74.17
1.11.2002. 00:00:00,74.16
10.11.2002. 00:00:00,74.32
20.11.2002. 00:00:00,74.34
1.12.2002. 00:00:00,74.33
10.12.2002. 00:00:00,74.35
20.12.2002. 00:00:00,74.3
15.1.2003. 00:00:00,74.39
25.1.2003. 00:00:00,74.51
15.2.2003. 00:00:00,74.53
25.2.2003. 00:00:00,74.54
15.3.2003. 00:00:00,74.54
25.3.2003. 00:00:00,74.54
1.4.2003. 00:00:00,74.53
10.4.2003. 00:00:00,74.53
20.4.2003. 00:00:00,74.55
1.5.2003. 00:00:00,74.52
10.5.2003. 00:00:00,74.47
20.5.2003. 00:00:00,74.43
1.6.2003. 00:00:00,74.4
10.6.2003. 00:00:00,74.31
20.6.2003. 00:00:00,74.28
1.7.2003. 00:00:00,74.24
10.7.2003. 00:00:00,74.21
20.7.2003. 00:00:00,74.18
1.8.2003. 00:00:00,74.15
10.8.2003. 00:00:00,74.1
20.8.2003. 00:00:00,74.07
1.9.2003. 00:00:00,74.02
10.9.2003. 00:00:00,74.01
20.9.2003. 00:00:00,73.99
1.10.2003. 00:00:00,74.0
10.10.2003. 00:00:00,74.0
20.10.2003. 00:00:00,74.03
1.11.2003. 00:00:00,74.13
10.11.2003. 00:00:00,74.13
20.11.2003. 00:00:00,74.12
1.12.2003. 00:00:00,74.1
10.12.2003. 00:00:00,74.07
20.12.2003. 00:00:00,74.05
1.1.2004. 00:00:00,74.06
10.1.2004. 00:00:00,74.07
1.2.2004. 00:00:00,74.21
10.2.2004. 00:00:00,74.29
20.2.2004. 00:00:00,74.31
1.3.2004. 00:00:00,74.36
10.3.2004. 00:00:00,74.37
20.3.2004. 00:00:00,74.37
1.4.2004. 00:00:00,74.37
10.4.2004. 00:00:00,74.37
20.4.2004. 00:00:00,74.37
1.5.2004. 00:00:00,74.35
10.5.2004. 00:00:00,74.37
20.5.2004. 00:00:00,74.39
1.6.2004. 00:00:00,74.39
10.6.2004. 00:00:00,74.37
20.6.2004. 00:00:00,74.37
1.7.2004. 00:00:00,74.29
10.7.2004. 00:00:00,74.26
20.7.2004. 00:00:00,74.19
1.8.2004. 00:00:00,74.18
10.8.2004. 00:00:00,74.17
20.8.2004. 00:00:00,74.12
1.9.2004. 00:00:00,74.08
10.9.2004. 00:00:00,74.06
20.9.2004. 00:00:00,74.03
1.10.2004. 00:00:00,74.05
10.10.2004. 00:00:00,74.05
20.10.2004. 00:00:00,74.05
1.11.2004. 00:00:00,74.09
10.11.2004. 00:00:00,74.13
20.11.2004. 00:00:00,74.2
1.12.2004. 00:00:00,74.19
10.12.2004. 00:00:00,74.2
20.12.2004. 00:00:00,74.21
1.1.2005. 00:00:00,74.21
10.1.2005. 00:00:00,74.21
20.1.2005. 00:00:00,74.19
1.2.2005. 00:00:00,74.18
10.2.2005. 00:00:00,74.18
20.2.2005. 00:00:00,74.29
1.3.2005. 00:00:00,74.54
10.3.2005. 00:00:00,74.54
20.3.2005. 00:00:00,74.83
1.4.2005. 00:00:00,74.8
10.4.2005. 00:00:00,74.89
20.4.2005. 00:00:00,74.97
1.5.2005. 00:00:00,75.1
10.5.2005. 00:00:00,75.2
20.5.2005. 00:00:00,75.15
1.6.2005. 00:00:00,75.12
10.6.2005. 00:00:00,75.09
20.6.2005. 00:00:00,74.93
1.7.2005. 00:00:00,74.97
10.7.2005. 00:00:00,75.05
20.7.2005. 00:00:00,75.15
1.8.2005. 00:00:00,74.88
10.8.2005. 00:00:00,74.89
20.8.2005. 00:00:00,75.0
1.9.2005. 00:00:00,74.95
10.9.2005. 00:00:00,74.97
20.9.2005. 00:00:00,74.99
1.10.2005. 00:00:00,74.99
10.10.2005. 00:00:00,74.97
20.10.2005. 00:00:00,74.94
1.11.2005. 00:00:00,74.93
10.11.2005. 00:00:00,74.91
20.11.2005. 00:00:00,74.91
1.12.2005. 00:00:00,74.94
10.12.2005. 00:00:00,74.99
20.12.2005. 00:00:00,74.99
1.1.2006. 00:00:00,75.0
10.1.2006. 00:00:00,75.07
20.1.2006. 00:00:00,74.99
1.2.2006. 00:00:00,75.05
10.2.2006. 00:00:00,75.08
20.2.2006. 00:00:00,75.45
1.3.2006. 00:00:00,75.37
10.3.2006. 00:00:00,75.43
20.3.2006. 00:00:00,75.72
1.4.2006. 00:00:00,75.86
10.4.2006. 00:00:00,75.95
20.4.2006. 00:00:00,76.0
1.5.2006. 00:00:00,75.83
10.5.2006. 00:00:00,75.77
20.5.2006. 00:00:00,75.67
1.6.2006. 00:00:00,75.57
10.6.2006. 00:00:00,75.67
20.6.2006. 00:00:00,75.63
1.7.2006. 00:00:00,75.58
10.7.2006. 00:00:00,75.51
20.7.2006. 00:00:00,75.45
1.8.2006. 00:00:00,75.45
10.8.2006. 00:00:00,75.39
20.8.2006. 00:00:00,75.39
1.9.2006. 00:00:00,75.39
10.9.2006. 00:00:00,75.34
20.9.2006. 00:00:00,75.29
1.10.2006. 00:00:00,75.24
10.10.2006. 00:00:00,75.22
20.10.2006. 00:00:00,75.14
1.11.2006. 00:00:00,75.2
10.11.2006. 00:00:00,75.17
20.11.2006. 00:00:00,75.15
1.12.2006. 00:00:00,75.15
10.12.2006. 00:00:00,75.14
20.12.2006. 00:00:00,75.24
1.1.2007. 00:00:00,75.19
10.1.2007. 00:00:00,75.35
20.1.2007. 00:00:00,75.29
1.2.2007. 00:00:00,75.27
10.2.2007. 00:00:00,75.32
20.2.2007. 00:00:00,75.34
1.3.2007. 00:00:00,75.33
10.3.2007. 00:00:00,75.41
20.3.2007. 00:00:00,75.37
1.4.2007. 00:00:00,75.37
10.4.2007. 00:00:00,75.36
20.4.2007. 00:00:00,75.3
1.5.2007. 00:00:00,75.25
10.5.2007. 00:00:00,75.25
20.5.2007. 00:00:00,75.35
1.6.2007. 00:00:00,75.28
10.6.2007. 00:00:00,75.19
20.6.2007. 00:00:00,75.13
1.7.2007. 00:00:00,75.03
10.7.2007. 00:00:00,74.97
20.7.2007. 00:00:00,74.89
1.8.2007. 00:00:00,74.85
10.8.2007. 00:00:00,74.89
20.8.2007. 00:00:00,74.9
1.9.2007. 00:00:00,74.77
10.9.2007. 00:00:00,74.77
20.9.2007. 00:00:00,74.74
1.10.2007. 00:00:00,74.7
10.10.2007. 00:00:00,74.73
20.10.2007. 00:00:00,74.73
1.11.2007. 00:00:00,74.79
10.11.2007. 00:00:00,74.85
20.11.2007. 00:00:00,74.95
1.12.2007. 00:00:00,75.03
10.12.2007. 00:00:00,74.95
20.12.2007. 00:00:00,74.89
1.1.2008. 00:00:00,74.87
10.1.2008. 00:00:00,74.95
20.1.2008. 00:00:00,74.97
1.2.2008. 00:00:00,74.99
10.2.2008. 00:00:00,75.02
20.2.2008. 00:00:00,75.01
1.3.2008. 00:00:00,74.99
10.3.2008. 00:00:00,75.1
20.3.2008. 00:00:00,75.14
1.4.2008. 00:00:00,75.13
10.4.2008. 00:00:00,75.11
20.4.2008. 00:00:00,75.12
1.5.2008. 00:00:00,75.07
10.5.2008. 00:00:00,75.05
20.5.2008. 00:00:00,75.01
1.6.2008. 00:00:00,74.94
10.6.2008. 00:00:00,74.87
20.6.2008. 00:00:00,74.92
1.7.2008. 00:00:00,74.77
10.7.2008. 00:00:00,74.7
20.7.2008. 00:00:00,74.69
1.8.2008. 00:00:00,74.67
10.8.2008. 00:00:00,74.62
20.8.2008. 00:00:00,74.57
1.9.2008. 00:00:00,74.53
10.9.2008. 00:00:00,74.47
20.9.2008. 00:00:00,74.51
1.10.2008. 00:00:00,74.54
10.10.2008. 00:00:00,74.54
20.10.2008. 00:00:00,74.52
1.11.2008. 00:00:00,74.51
10.11.2008. 00:00:00,74.51
20.11.2008. 00:00:00,74.51
1.12.2008. 00:00:00,74.54
10.12.2008. 00:00:00,74.54
20.12.2008. 00:00:00,74.53
10.1.2009. 00:00:00,74.52
20.1.2009. 00:00:00,74.54
1.2.2009. 00:00:00,74.64
10.2.2009. 00:00:00,74.62
20.2.2009. 00:00:00,74.62
1.3.2009. 00:00:00,74.73
10.3.2009. 00:00:00,75.03
20.3.2009. 00:00:00,75.0
1.5.2009. 00:00:00,75.07
10.5.2009. 00:00:00,74.92
20.5.2009. 00:00:00,74.74
1.6.2009. 00:00:00,74.7
10.6.2009. 00:00:00,74.74
20.6.2009. 00:00:00,74.72
1.7.2009. 00:00:00,74.72
10.7.2009. 00:00:00,74.71
20.7.2009. 00:00:00,74.65
1.8.2009. 00:00:00,74.52
10.8.2009. 00:00:00,74.54
20.8.2009. 00:00:00,74.46
1.9.2009. 00:00:00,74.42
10.9.2009. 00:00:00,74.36
20.9.2009. 00:00:00,74.38
1.10.2009. 00:00:00,74.32
10.10.2009. 00:00:00,74.29
20.10.2009. 00:00:00,74.36
1.11.2009. 00:00:00,74.41
10.11.2009. 00:00:00,74.42
20.11.2009. 00:00:00,74.45
1.12.2009. 00:00:00,74.48
10.12.2009. 00:00:00,74.38
20.12.2009. 00:00:00,74.44
1.1.2010. 00:00:00,74.92
10.1.2010. 00:00:00,74.98
20.1.2010. 00:00:00,74.73
1.2.2010. 00:00:00,74.95
10.2.2010. 00:00:00,75.07
20.2.2010. 00:00:00,75.21
1.3.2010. 00:00:00,75.29
10.3.2010. 00:00:00,75.47
20.3.2010. 00:00:00,75.44
1.4.2010. 00:00:00,75.36
10.4.2010. 00:00:00,75.36
20.4.2010. 00:00:00,75.35
1.5.2010. 00:00:00,75.31
10.5.2010. 00:00:00,75.31
20.5.2010. 00:00:00,75.34
1.6.2010. 00:00:00,75.41
10.6.2010. 00:00:00,75.33
20.6.2010. 00:00:00,75.25
1.7.2010. 00:00:00,75.23
10.7.2010. 00:00:00,75.19
20.7.2010. 00:00:00,75.09
1.8.2010. 00:00:00,75.08
10.8.2010. 00:00:00,75.12
20.8.2010. 00:00:00,75.11
1.9.2010. 00:00:00,74.97
10.9.2010. 00:00:00,74.95
20.9.2010. 00:00:00,74.94
1.10.2010. 00:00:00,74.91
10.10.2010. 00:00:00,74.92
20.10.2010. 00:00:00,74.96
1.11.2010. 00:00:00,74.94
10.11.2010. 00:00:00,74.95
20.11.2010. 00:00:00,74.91
1.12.2010. 00:00:00,74.98
10.12.2010. 00:00:00,74.94
20.12.2010. 00:00:00,75.07
1.1.2011. 00:00:00,74.93
10.1.2011. 00:00:00,74.92
20.1.2011. 00:00:00,74.96
1.2.2011. 00:00:00,74.97
10.2.2011. 00:00:00,75.01
20.2.2011. 00:00:00,75.05
1.3.2011. 00:00:00,75.08
10.3.2011. 00:00:00,75.11
20.3.2011. 00:00:00,75.1
1.4.2011. 00:00:00,75.09
10.4.2011. 00:00:00,75.08
20.4.2011. 00:00:00,75.01
1.5.2011. 00:00:00,75.09
10.5.2011. 00:00:00,74.95
20.5.2011. 00:00:00,74.91
1.6.2011. 00:00:00,74.87
10.6.2011. 00:00:00,74.8
20.6.2011. 00:00:00,74.76
1.7.2011. 00:00:00,74.68
10.7.2011. 00:00:00,74.67
20.7.2011. 00:00:00,74.66
1.8.2011. 00:00:00,74.61
10.8.2011. 00:00:00,74.57
20.8.2011. 00:00:00,74.52
1.9.2011. 00:00:00,74.5
10.9.2011. 00:00:00,74.45
20.9.2011. 00:00:00,74.45
1.10.2011. 00:00:00,74.42
10.10.2011. 00:00:00,74.4
20.10.2011. 00:00:00,74.36
1.11.2011. 00:00:00,74.4
10.11.2011. 00:00:00,74.42
20.11.2011. 00:00:00,74.4
1.12.2011. 00:00:00,74.41
10.12.2011. 00:00:00,74.4
20.12.2011. 00:00:00,74.39
1.1.2012. 00:00:00,74.39
10.1.2012. 00:00:00,74.38
20.1.2012. 00:00:00,74.37
1.2.2012. 00:00:00,74.38
10.2.2012. 00:00:00,74.36
20.2.2012. 00:00:00,74.36
1.3.2012. 00:00:00,74.54
10.3.2012. 00:00:00,74.49
20.3.2012. 00:00:00,74.49
1.4.2012. 00:00:00,74.52
10.4.2012. 00:00:00,74.5
20.4.2012. 00:00:00,74.5
1.5.2012. 00:00:00,74.54
10.5.2012. 00:00:00,74.53
20.5.2012. 00:00:00,74.53
1.6.2012. 00:00:00,74.65
10.6.2012. 00:00:00,74.67
20.6.2012. 00:00:00,74.66
1.7.2012. 00:00:00,74.41
10.7.2012. 00:00:00,74.42
20.7.2012. 00:00:00,74.41
1.8.2012. 00:00:00,74.22
10.8.2012. 00:00:00,74.2
20.8.2012. 00:00:00,74.19
1.9.2012. 00:00:00,74.14
10.9.2012. 00:00:00,74.15
20.9.2012. 00:00:00,74.12
1.10.2012. 00:00:00,74.1
10.10.2012. 00:00:00,74.09
20.10.2012. 00:00:00,74.11
1.11.2012. 00:00:00,74.11
10.11.2012. 00:00:00,74.12
20.11.2012. 00:00:00,74.11
1.12.2012. 00:00:00,74.17
10.12.2012. 00:00:00,74.15
20.12.2012. 00:00:00,74.14
1.1.2013. 00:00:00,74.13
10.1.2013. 00:00:00,74.13
20.1.2013. 00:00:00,74.1
1.2.2013. 00:00:00,74.19
10.2.2013. 00:00:00,74.18
20.2.2013. 00:00:00,74.2
1.3.2013. 00:00:00,74.27
10.3.2013. 00:00:00,74.2
20.3.2013. 00:00:00,74.22
1.4.2013. 00:00:00,74.62
10.4.2013. 00:00:00,74.6
20.4.2013. 00:00:00,74.59
1.5.2013. 00:00:00,74.46
10.5.2013. 00:00:00,74.47
20.5.2013. 00:00:00,74.46
1.6.2013. 00:00:00,74.45
10.6.2013. 00:00:00,74.44
20.6.2013. 00:00:00,74.43
1.7.2013. 00:00:00,74.33
10.7.2013. 00:00:00,74.32
20.7.2013. 00:00:00,74.31
1.8.2013. 00:00:00,74.15
10.8.2013. 00:00:00,74.14
20.8.2013. 00:00:00,74.11
1.9.2013. 00:00:00,74.11
10.9.2013. 00:00:00,74.01
20.9.2013. 00:00:00,74.06
1.10.2013. 00:00:00,74.11
10.10.2013. 00:00:00,74.1
20.10.2013. 00:00:00,74.1
1.11.2013. 00:00:00,74.09
10.11.2013. 00:00:00,74.1
20.11.2013. 00:00:00,74.09
1.12.2013. 00:00:00,74.09
10.12.2013. 00:00:00,74.11
20.12.2013. 00:00:00,74.11
1.1.2014. 00:00:00,74.1
10.1.2014. 00:00:00,74.12
20.1.2014. 00:00:00,74.12
1.2.2014. 00:00:00,74.12
10.2.2014. 00:00:00,74.1
20.2.2014. 00:00:00,74.09
1.3.2014. 00:00:00,74.09
10.3.2014. 00:00:00,74.04
20.3.2014. 00:00:00,73.99
1.4.2014. 00:00:00,74.08
10.4.2014. 00:00:00,74.17
20.4.2014. 00:00:00,74.19
1.5.2014. 00:00:00,74.19
10.5.2014. 00:00:00,74.25
20.5.2014. 00:00:00,74.9
1.6.2014. 00:00:00,75.46
10.6.2014. 00:00:00,75.36
20.6.2014. 00:00:00,75.35
1.7.2014. 00:00:00,75.05
10.7.2014. 00:00:00,75.2
20.7.2014. 00:00:00,75.2
1.8.2014. 00:00:00,75.76
10.8.2014. 00:00:00,75.74
20.8.2014. 00:00:00,75.68
1.9.2014. 00:00:00,75.67
10.9.2014. 00:00:00,75.67
20.9.2014. 00:00:00,76.03
1.10.2014. 00:00:00,75.97
10.10.2014. 00:00:00,75.95
20.10.2014. 00:00:00,75.93
1.11.2014. 00:00:00,76.0
10.11.2014. 00:00:00,75.99
20.11.2014. 00:00:00,75.98
1.1.2015. 00:00:00,75.3
10.1.2015. 00:00:00,75.42
20.1.2015. 00:00:00,75.55
1.2.2015. 00:00:00,75.67
10.2.2015. 00:00:00,75.67
20.2.2015. 00:00:00,75.6
1.3.2015. 00:00:00,75.66
10.3.2015. 00:00:00,75.78
20.3.2015. 00:00:00,75.92
1.4.2015. 00:00:00,76.12
10.4.2015. 00:00:00,75.95
20.4.2015. 00:00:00,75.91
1.5.2015. 00:00:00,75.86
10.5.2015. 00:00:00,75.82
20.5.2015. 00:00:00,75.75
1.6.2015. 00:00:00,75.8
10.6.2015. 00:00:00,75.69
20.6.2015. 00:00:00,75.61
1.7.2015. 00:00:00,75.58
10.7.2015. 00:00:00,75.44
20.7.2015. 00:00:00,75.35
1.8.2015. 00:00:00,75.28
10.8.2015. 00:00:00,75.39
20.8.2015. 00:00:00,75.16
20.9.2015. 00:00:00,75.09
1.10.2015. 00:00:00,75.11
10.10.2015. 00:00:00,75.11
20.10.2015. 00:00:00,75.23
1.11.2015. 00:00:00,75.11
10.11.2015. 00:00:00,75.11
20.11.2015. 00:00:00,75.05
1.12.2015. 00:00:00,75.09
10.12.2015. 00:00:00,75.05
20.12.2015. 00:00:00,75.03
1.1.2016. 00:00:00,75.02
10.1.2016. 00:00:00,75.05
20.1.2016. 00:00:00,75.15
1.2.2016. 00:00:00,75.1
10.2.2016. 00:00:00,75.12
20.2.2016. 00:00:00,75.08
1.3.2016. 00:00:00,75.05
10.3.2016. 00:00:00,75.36
20.3.2016. 00:00:00,75.32
1.4.2016. 00:00:00,75.41
10.4.2016. 00:00:00,75.33
1.5.2016. 00:00:00,75.32
10.5.2016. 00:00:00,75.39
20.5.2016. 00:00:00,75.35
1.6.2016. 00:00:00,75.31
10.6.2016. 00:00:00,75.3
20.6.2016. 00:00:00,75.23
1.7.2016. 00:00:00,75.25
10.7.2016. 00:00:00,75.19
20.7.2016. 00:00:00,75.08
1.8.2016. 00:00:00,75.07
10.8.2016. 00:00:00,75.02
20.8.2016. 00:00:00,74.96
1.9.2016. 00:00:00,74.91
10.9.2016. 00:00:00,74.88
20.9.2016. 00:00:00,74.87
1.10.2016. 00:00:00,74.89
10.10.2016. 00:00:00,74.85
20.10.2016. 00:00:00,74.84
1.11.2016. 00:00:00,74.91
10.11.2016. 00:00:00,74.89
20.11.2016. 00:00:00,74.88
1.12.2016. 00:00:00,74.87
10.12.2016. 00:00:00,74.85
20.12.2016. 00:00:00,74.84
1.1.2017. 00:00:00,74.82
10.1.2017. 00:00:00,74.79
20.1.2017. 00:00:00,74.8
1.2.2017. 00:00:00,74.81
10.2.2017. 00:00:00,74.8
20.2.2017. 00:00:00,74.78
1.3.2017. 00:00:00,74.77
10.3.2017. 00:00:00,74.75
20.3.2017. 00:00:00,74.75
1.4.2017. 00:00:00,74.75
10.4.2017. 00:00:00,74.73
20.4.2017. 00:00:00,74.72
1.5.2017. 00:00:00,74.73
10.5.2017. 00:00:00,74.76
20.5.2017. 00:00:00,74.8
1.6.2017. 00:00:00,74.76
10.6.2017. 00:00:00,74.69
20.6.2017. 00:00:00,74.64
1.7.2017. 00:00:00,74.59
10.7.2017. 00:00:00,74.52
20.7.2017. 00:00:00,74.45
1.9.2017. 00:00:00,74.37
10.9.2017. 00:00:00,74.35
20.9.2017. 00:00:00,74.35
1.10.2017. 00:00:00,74.33
10.10.2017. 00:00:00,74.31
20.10.2017. 00:00:00,74.3
1.11.2017. 00:00:00,74.32
10.11.2017. 00:00:00,74.34
20.11.2017. 00:00:00,74.36
1.12.2017. 00:00:00,74.36
10.12.2017. 00:00:00,74.35
20.12.2017. 00:00:00,74.35
