Datum,1NP894
10/06/1979 00:00:00,70.96
20/06/1979 00:00:00,70.96
30/06/1979 00:00:00,70.91
10/07/1979 00:00:00,70.91
20/07/1979 00:00:00,70.96
30/07/1979 00:00:00,70.96
10/08/1979 00:00:00,70.96
20/08/1979 00:00:00,70.91
30/08/1979 00:00:00,70.66
10/09/1979 00:00:00,70.66
20/09/1979 00:00:00,70.61
30/09/1979 00:00:00,70.56
10/10/1979 00:00:00,70.56
20/10/1979 00:00:00,70.56
30/10/1979 00:00:00,70.51
10/11/1979 00:00:00,70.56
20/11/1979 00:00:00,70.66
30/11/1979 00:00:00,70.66
10/12/1979 00:00:00,70.66
20/12/1979 00:00:00,70.76
30/12/1979 00:00:00,70.76
10/01/1980 00:00:00,70.86
20/01/1980 00:00:00,70.86
30/01/1980 00:00:00,70.96
10/02/1980 00:00:00,71.06
20/02/1980 00:00:00,71.16
28/02/1980 00:00:00,71.26
10/03/1980 00:00:00,71.26
20/03/1980 00:00:00,71.26
30/03/1980 00:00:00,71.26
10/04/1980 00:00:00,71.21
20/04/1980 00:00:00,71.16
30/04/1980 00:00:00,71.16
10/05/1980 00:00:00,71.16
20/05/1980 00:00:00,71.66
30/05/1980 00:00:00,72.16
10/06/1980 00:00:00,72.16
20/06/1980 00:00:00,71.66
30/06/1980 00:00:00,71.66
10/07/1980 00:00:00,71.66
20/07/1980 00:00:00,71.16
30/07/1980 00:00:00,71.16
10/08/1980 00:00:00,71.16
20/08/1980 00:00:00,71.06
30/08/1980 00:00:00,70.98
10/09/1980 00:00:00,70.96
20/09/1980 00:00:00,70.91
30/09/1980 00:00:00,70.84
10/10/1980 00:00:00,70.76
20/10/1980 00:00:00,70.71
30/10/1980 00:00:00,70.66
10/11/1980 00:00:00,70.66
20/11/1980 00:00:00,70.61
30/11/1980 00:00:00,70.61
10/12/1980 00:00:00,70.66
20/12/1980 00:00:00,70.71
30/12/1980 00:00:00,70.76
10/01/1981 00:00:00,70.71
20/01/1981 00:00:00,70.76
30/01/1981 00:00:00,70.76
10/02/1981 00:00:00,70.86
20/02/1981 00:00:00,70.81
28/02/1981 00:00:00,70.86
10/03/1981 00:00:00,71.96
20/03/1981 00:00:00,72.01
30/03/1981 00:00:00,72.06
10/04/1981 00:00:00,71.86
20/04/1981 00:00:00,71.76
30/04/1981 00:00:00,71.56
10/05/1981 00:00:00,71.56
20/05/1981 00:00:00,71.51
30/05/1981 00:00:00,71.46
10/06/1981 00:00:00,71.36
20/06/1981 00:00:00,71.31
30/06/1981 00:00:00,71.26
10/07/1981 00:00:00,71.16
20/07/1981 00:00:00,71.06
30/07/1981 00:00:00,70.96
10/08/1981 00:00:00,70.86
20/08/1981 00:00:00,70.81
30/08/1981 00:00:00,70.76
10/09/1981 00:00:00,70.74
20/09/1981 00:00:00,70.73
30/09/1981 00:00:00,70.65
10/10/1981 00:00:00,70.66
20/10/1981 00:00:00,70.61
30/10/1981 00:00:00,70.55
10/11/1981 00:00:00,70.56
20/11/1981 00:00:00,70.56
30/11/1981 00:00:00,70.51
10/12/1981 00:00:00,70.76
20/12/1981 00:00:00,70.96
30/12/1981 00:00:00,71.16
10/01/1982 00:00:00,71.16
20/01/1982 00:00:00,70.66
30/01/1982 00:00:00,71.11
10/02/1982 00:00:00,71.11
20/02/1982 00:00:00,71.11
28/02/1982 00:00:00,71.06
10/03/1982 00:00:00,71.16
20/03/1982 00:00:00,71.36
30/03/1982 00:00:00,71.26
10/04/1982 00:00:00,71.36
20/04/1982 00:00:00,71.56
30/04/1982 00:00:00,71.56
10/05/1982 00:00:00,71.36
20/05/1982 00:00:00,71.26
30/05/1982 00:00:00,71.16
10/06/1982 00:00:00,71.07
