Datum,1NPPL-111
1.2.2010. 00:00:00,360
2.2.2010. 00:00:00,364
3.2.2010. 00:00:00,368
4.2.2010. 00:00:00,373
5.2.2010. 00:00:00,375
6.2.2010. 00:00:00,374
7.2.2010. 00:00:00,376
8.2.2010. 00:00:00,377
9.2.2010. 00:00:00,379
10.2.2010. 00:00:00,379
11.2.2010. 00:00:00,380
12.2.2010. 00:00:00,377
13.2.2010. 00:00:00,367
14.2.2010. 00:00:00,369
15.2.2010. 00:00:00,371
16.2.2010. 00:00:00,372
17.2.2010. 00:00:00,366
18.2.2010. 00:00:00,338
19.2.2010. 00:00:00,335
20.2.2010. 00:00:00,333
21.2.2010. 00:00:00,325
22.2.2010. 00:00:00,313
23.2.2010. 00:00:00,308
24.2.2010. 00:00:00,300
25.2.2010. 00:00:00,273
26.2.2010. 00:00:00,265
27.2.2010. 00:00:00,260
28.2.2010. 00:00:00,265
1.3.2010. 00:00:00,264
2.3.2010. 00:00:00,266
3.3.2010. 00:00:00,270
4.3.2010. 00:00:00,270
5.3.2010. 00:00:00,258
6.3.2010. 00:00:00,253
7.3.2010. 00:00:00,250
8.3.2010. 00:00:00,252
9.3.2010. 00:00:00,258
10.3.2010. 00:00:00,254
11.3.2010. 00:00:00,255
12.3.2010. 00:00:00,265
13.3.2010. 00:00:00,270
14.3.2010. 00:00:00,272
15.3.2010. 00:00:00,275
16.3.2010. 00:00:00,281
17.3.2010. 00:00:00,288
18.3.2010. 00:00:00,292
19.3.2010. 00:00:00,299
20.3.2010. 00:00:00,306
21.3.2010. 00:00:00,314
22.3.2010. 00:00:00,316
23.3.2010. 00:00:00,318
24.3.2010. 00:00:00,324
25.3.2010. 00:00:00,329
26.3.2010. 00:00:00,325
27.3.2010. 00:00:00,319
28.3.2010. 00:00:00,308
29.3.2010. 00:00:00,299
30.3.2010. 00:00:00,292
31.3.2010. 00:00:00,288
1.4.2010. 00:00:00,293
2.4.2010. 00:00:00,289
3.4.2010. 00:00:00,292
4.4.2010. 00:00:00,293
5.4.2010. 00:00:00,294
6.4.2010. 00:00:00,302
7.4.2010. 00:00:00,306
8.4.2010. 00:00:00,311
9.4.2010. 00:00:00,314
10.4.2010. 00:00:00,316
11.4.2010. 00:00:00,319
12.4.2010. 00:00:00,321
13.4.2010. 00:00:00,327
14.4.2010. 00:00:00,331
15.4.2010. 00:00:00,334
16.4.2010. 00:00:00,335
17.4.2010. 00:00:00,333
18.4.2010. 00:00:00,323
19.4.2010. 00:00:00,306
20.4.2010. 00:00:00,310
21.4.2010. 00:00:00,295
22.4.2010. 00:00:00,286
23.4.2010. 00:00:00,284
24.4.2010. 00:00:00,280
25.4.2010. 00:00:00,281
26.4.2010. 00:00:00,282
27.4.2010. 00:00:00,299
28.4.2010. 00:00:00,315
29.4.2010. 00:00:00,325
30.4.2010. 00:00:00,331
1.5.2010. 00:00:00,338
2.5.2010. 00:00:00,341
3.5.2010. 00:00:00,344
4.5.2010. 00:00:00,349
5.5.2010. 00:00:00,351
6.5.2010. 00:00:00,353
7.5.2010. 00:00:00,357
8.5.2010. 00:00:00,360
9.5.2010. 00:00:00,360
10.5.2010. 00:00:00,360
11.5.2010. 00:00:00,356
12.5.2010. 00:00:00,353
13.5.2010. 00:00:00,352
14.5.2010. 00:00:00,354
15.5.2010. 00:00:00,349
16.5.2010. 00:00:00,349
17.5.2010. 00:00:00,342
18.5.2010. 00:00:00,330
19.5.2010. 00:00:00,313
20.5.2010. 00:00:00,291
21.5.2010. 00:00:00,277
22.5.2010. 00:00:00,273
23.5.2010. 00:00:00,264
24.5.2010. 00:00:00,260
25.5.2010. 00:00:00,256
26.5.2010. 00:00:00,258
27.5.2010. 00:00:00,264
28.5.2010. 00:00:00,266
29.5.2010. 00:00:00,267
30.5.2010. 00:00:00,271
31.5.2010. 00:00:00,268
1.6.2010. 00:00:00,268
2.6.2010. 00:00:00,268
3.6.2010. 00:00:00,264
4.6.2010. 00:00:00,257
5.6.2010. 00:00:00,249
6.6.2010. 00:00:00,244
7.6.2010. 00:00:00,239
8.6.2010. 00:00:00,234
9.6.2010. 00:00:00,229
10.6.2010. 00:00:00,225
11.6.2010. 00:00:00,221
12.6.2010. 00:00:00,216
13.6.2010. 00:00:00,211
14.6.2010. 00:00:00,206
15.6.2010. 00:00:00,204
16.6.2010. 00:00:00,204
17.6.2010. 00:00:00,209
18.6.2010. 00:00:00,206
19.6.2010. 00:00:00,219
20.6.2010. 00:00:00,226
21.6.2010. 00:00:00,233
22.6.2010. 00:00:00,239
23.6.2010. 00:00:00,237
24.6.2010. 00:00:00,222
25.6.2010. 00:00:00,201
26.6.2010. 00:00:00,189
27.6.2010. 00:00:00,184
28.6.2010. 00:00:00,178
29.6.2010. 00:00:00,172
30.6.2010. 00:00:00,169
1.7.2010. 00:00:00,173
2.7.2010. 00:00:00,179
3.7.2010. 00:00:00,186
4.7.2010. 00:00:00,198
5.7.2010. 00:00:00,216
6.7.2010. 00:00:00,237
7.7.2010. 00:00:00,259
8.7.2010. 00:00:00,281
9.7.2010. 00:00:00,296
10.7.2010. 00:00:00,296
11.7.2010. 00:00:00,291
12.7.2010. 00:00:00,298
13.7.2010. 00:00:00,308
14.7.2010. 00:00:00,309
15.7.2010. 00:00:00,306
16.7.2010. 00:00:00,318
17.7.2010. 00:00:00,332
18.7.2010. 00:00:00,343
19.7.2010. 00:00:00,346
20.7.2010. 00:00:00,352
21.7.2010. 00:00:00,358
22.7.2010. 00:00:00,364
23.7.2010. 00:00:00,369
24.7.2010. 00:00:00,368
25.7.2010. 00:00:00,366
26.7.2010. 00:00:00,367
27.7.2010. 00:00:00,368
28.7.2010. 00:00:00,371
29.7.2010. 00:00:00,373
30.7.2010. 00:00:00,373
31.7.2010. 00:00:00,361
1.8.2010. 00:00:00,335
2.8.2010. 00:00:00,318
3.8.2010. 00:00:00,322
4.8.2010. 00:00:00,322
5.8.2010. 00:00:00,327
6.8.2010. 00:00:00,310
7.8.2010. 00:00:00,310
8.8.2010. 00:00:00,318
9.8.2010. 00:00:00,329
10.8.2010. 00:00:00,340
11.8.2010. 00:00:00,347
12.8.2010. 00:00:00,349
13.8.2010. 00:00:00,348
14.8.2010. 00:00:00,346
15.8.2010. 00:00:00,350
16.8.2010. 00:00:00,356
17.8.2010. 00:00:00,358
18.8.2010. 00:00:00,353
19.8.2010. 00:00:00,355
20.8.2010. 00:00:00,358
21.8.2010. 00:00:00,361
22.8.2010. 00:00:00,361
23.8.2010. 00:00:00,366
24.8.2010. 00:00:00,371
25.8.2010. 00:00:00,375
26.8.2010. 00:00:00,378
27.8.2010. 00:00:00,381
28.8.2010. 00:00:00,384
29.8.2010. 00:00:00,386
30.8.2010. 00:00:00,387
31.8.2010. 00:00:00,387
1.9.2010. 00:00:00,387
2.9.2010. 00:00:00,390
3.9.2010. 00:00:00,392
4.9.2010. 00:00:00,394
5.9.2010. 00:00:00,396
6.9.2010. 00:00:00,397
7.9.2010. 00:00:00,398
8.9.2010. 00:00:00,400
9.9.2010. 00:00:00,400
10.9.2010. 00:00:00,393
11.9.2010. 00:00:00,391
12.9.2010. 00:00:00,385
13.9.2010. 00:00:00,375
14.9.2010. 00:00:00,371
15.9.2010. 00:00:00,369
16.9.2010. 00:00:00,369
17.9.2010. 00:00:00,370
18.9.2010. 00:00:00,372
19.9.2010. 00:00:00,375
20.9.2010. 00:00:00,379
21.9.2010. 00:00:00,382
22.9.2010. 00:00:00,385
23.9.2010. 00:00:00,387
24.9.2010. 00:00:00,389
25.9.2010. 00:00:00,387
26.9.2010. 00:00:00,385
27.9.2010. 00:00:00,378
28.9.2010. 00:00:00,371
29.9.2010. 00:00:00,373
30.9.2010. 00:00:00,378
1.10.2010. 00:00:00,381
2.10.2010. 00:00:00,380
3.10.2010. 00:00:00,378
4.10.2010. 00:00:00,377
5.10.2010. 00:00:00,374
6.10.2010. 00:00:00,375
7.10.2010. 00:00:00,378
8.10.2010. 00:00:00,378
9.10.2010. 00:00:00,379
10.10.2010. 00:00:00,383
11.10.2010. 00:00:00,384
12.10.2010. 00:00:00,385
13.10.2010. 00:00:00,386
14.10.2010. 00:00:00,385
15.10.2010. 00:00:00,387
16.10.2010. 00:00:00,388
17.10.2010. 00:00:00,388
18.10.2010. 00:00:00,388
19.10.2010. 00:00:00,385
20.10.2010. 00:00:00,389
21.10.2010. 00:00:00,390
22.10.2010. 00:00:00,390
23.10.2010. 00:00:00,391
24.10.2010. 00:00:00,393
25.10.2010. 00:00:00,393
26.10.2010. 00:00:00,393
27.10.2010. 00:00:00,392
28.10.2010. 00:00:00,389
29.10.2010. 00:00:00,389
30.10.2010. 00:00:00,389
31.10.2010. 00:00:00,389
1.11.2010. 00:00:00,388
2.11.2010. 00:00:00,387
3.11.2010. 00:00:00,387
4.11.2010. 00:00:00,388
5.11.2010. 00:00:00,389
6.11.2010. 00:00:00,390
7.11.2010. 00:00:00,389
8.11.2010. 00:00:00,388
9.11.2010. 00:00:00,390
10.11.2010. 00:00:00,393
11.11.2010. 00:00:00,394
12.11.2010. 00:00:00,394
13.11.2010. 00:00:00,394
14.11.2010. 00:00:00,390
15.11.2010. 00:00:00,380
16.11.2010. 00:00:00,354
17.11.2010. 00:00:00,339
18.11.2010. 00:00:00,341
19.11.2010. 00:00:00,346
20.11.2010. 00:00:00,354
21.11.2010. 00:00:00,362
22.11.2010. 00:00:00,363
23.11.2010. 00:00:00,368
24.11.2010. 00:00:00,371
25.11.2010. 00:00:00,370
26.11.2010. 00:00:00,365
27.11.2010. 00:00:00,364
28.11.2010. 00:00:00,364
29.11.2010. 00:00:00,354
30.11.2010. 00:00:00,356
1.12.2010. 00:00:00,329
2.12.2010. 00:00:00,332
3.12.2010. 00:00:00,324
4.12.2010. 00:00:00,327
5.12.2010. 00:00:00,331
6.12.2010. 00:00:00,299
7.12.2010. 00:00:00,272
8.12.2010. 00:00:00,266
9.12.2010. 00:00:00,271
10.12.2010. 00:00:00,283
11.12.2010. 00:00:00,295
12.12.2010. 00:00:00,297
13.12.2010. 00:00:00,288
14.12.2010. 00:00:00,283
15.12.2010. 00:00:00,279
16.12.2010. 00:00:00,273
17.12.2010. 00:00:00,273
18.12.2010. 00:00:00,270
19.12.2010. 00:00:00,273
20.12.2010. 00:00:00,270
21.12.2010. 00:00:00,272
22.12.2010. 00:00:00,275
23.12.2010. 00:00:00,276
24.12.2010. 00:00:00,274
25.12.2010. 00:00:00,279
26.12.2010. 00:00:00,287
27.12.2010. 00:00:00,288
28.12.2010. 00:00:00,285
29.12.2010. 00:00:00,282
30.12.2010. 00:00:00,280
31.12.2010. 00:00:00,277
1.1.2011. 00:00:00,275
2.1.2011. 00:00:00,278
3.1.2011. 00:00:00,281
4.1.2011. 00:00:00,286
5.1.2011. 00:00:00,287
6.1.2011. 00:00:00,292
7.1.2011. 00:00:00,296
8.1.2011. 00:00:00,300
9.1.2011. 00:00:00,299
10.1.2011. 00:00:00,304
11.1.2011. 00:00:00,311
12.1.2011. 00:00:00,322
13.1.2011. 00:00:00,333
14.1.2011. 00:00:00,340
15.1.2011. 00:00:00,345
16.1.2011. 00:00:00,347
17.1.2011. 00:00:00,347
18.1.2011. 00:00:00,348
19.1.2011. 00:00:00,347
20.1.2011. 00:00:00,341
21.1.2011. 00:00:00,331
22.1.2011. 00:00:00,325
23.1.2011. 00:00:00,324
24.1.2011. 00:00:00,320
25.1.2011. 00:00:00,312
26.1.2011. 00:00:00,300
27.1.2011. 00:00:00,291
28.1.2011. 00:00:00,287
29.1.2011. 00:00:00,287
30.1.2011. 00:00:00,293
31.1.2011. 00:00:00,307
1.2.2011. 00:00:00,323
2.2.2011. 00:00:00,335
3.2.2011. 00:00:00,340
4.2.2011. 00:00:00,346
5.2.2011. 00:00:00,351
6.2.2011. 00:00:00,355
7.2.2011. 00:00:00,357
8.2.2011. 00:00:00,358
9.2.2011. 00:00:00,361
10.2.2011. 00:00:00,365
11.2.2011. 00:00:00,368
12.2.2011. 00:00:00,371
13.2.2011. 00:00:00,373
14.2.2011. 00:00:00,375
15.2.2011. 00:00:00,377
16.2.2011. 00:00:00,379
17.2.2011. 00:00:00,380
18.2.2011. 00:00:00,381
19.2.2011. 00:00:00,377
20.2.2011. 00:00:00,360
21.2.2011. 00:00:00,363
22.2.2011. 00:00:00,365
23.2.2011. 00:00:00,368
24.2.2011. 00:00:00,371
25.2.2011. 00:00:00,373
26.2.2011. 00:00:00,375
27.2.2011. 00:00:00,377
28.2.2011. 00:00:00,378
1.3.2011. 00:00:00,381
2.3.2011. 00:00:00,383
3.3.2011. 00:00:00,384
4.3.2011. 00:00:00,385
5.3.2011. 00:00:00,387
6.3.2011. 00:00:00,389
7.3.2011. 00:00:00,389
8.3.2011. 00:00:00,389
9.3.2011. 00:00:00,388
10.3.2011. 00:00:00,387
11.3.2011. 00:00:00,384
12.3.2011. 00:00:00,382
13.3.2011. 00:00:00,378
14.3.2011. 00:00:00,379
15.3.2011. 00:00:00,381
16.3.2011. 00:00:00,384
17.3.2011. 00:00:00,384
18.3.2011. 00:00:00,387
19.3.2011. 00:00:00,389
20.3.2011. 00:00:00,390
21.3.2011. 00:00:00,387
22.3.2011. 00:00:00,383
23.3.2011. 00:00:00,380
24.3.2011. 00:00:00,379
25.3.2011. 00:00:00,374
26.3.2011. 00:00:00,369
27.3.2011. 00:00:00,369
28.3.2011. 00:00:00,366
29.3.2011. 00:00:00,367
30.3.2011. 00:00:00,367
31.3.2011. 00:00:00,368
1.4.2011. 00:00:00,368
2.4.2011. 00:00:00,373
3.4.2011. 00:00:00,376
4.4.2011. 00:00:00,377
5.4.2011. 00:00:00,380
6.4.2011. 00:00:00,382
7.4.2011. 00:00:00,384
8.4.2011. 00:00:00,386
9.4.2011. 00:00:00,387
10.4.2011. 00:00:00,388
11.4.2011. 00:00:00,388
12.4.2011. 00:00:00,390
13.4.2011. 00:00:00,391
14.4.2011. 00:00:00,391
15.4.2011. 00:00:00,390
16.4.2011. 00:00:00,391
17.4.2011. 00:00:00,391
18.4.2011. 00:00:00,389
25.5.2012. 00:00:00,346
26.5.2012. 00:00:00,348
27.5.2012. 00:00:00,350
28.5.2012. 00:00:00,350
29.5.2012. 00:00:00,351
30.5.2012. 00:00:00,353
31.5.2012. 00:00:00,352
1.6.2012. 00:00:00,356
2.6.2012. 00:00:00,350
3.6.2012. 00:00:00,347
4.6.2012. 00:00:00,354
5.6.2012. 00:00:00,359
6.6.2012. 00:00:00,364
7.6.2012. 00:00:00,371
8.6.2012. 00:00:00,376
9.6.2012. 00:00:00,381
10.6.2012. 00:00:00,383
11.6.2012. 00:00:00,379
12.6.2012. 00:00:00,373
13.6.2012. 00:00:00,375
14.6.2012. 00:00:00,379
15.6.2012. 00:00:00,380
16.6.2012. 00:00:00,382
17.6.2012. 00:00:00,384
18.6.2012. 00:00:00,384
19.6.2012. 00:00:00,383
20.6.2012. 00:00:00,380
21.6.2012. 00:00:00,378
22.6.2012. 00:00:00,377
23.6.2012. 00:00:00,382
24.6.2012. 00:00:00,385
25.6.2012. 00:00:00,383
26.6.2012. 00:00:00,385
27.6.2012. 00:00:00,388
28.6.2012. 00:00:00,391
29.6.2012. 00:00:00,394
30.6.2012. 00:00:00,397
1.7.2012. 00:00:00,400
2.7.2012. 00:00:00,404
3.7.2012. 00:00:00,407
4.7.2012. 00:00:00,410
5.7.2012. 00:00:00,412
6.7.2012. 00:00:00,415
7.7.2012. 00:00:00,417
8.7.2012. 00:00:00,418
9.7.2012. 00:00:00,421
10.7.2012. 00:00:00,424
11.7.2012. 00:00:00,425
12.7.2012. 00:00:00,427
13.7.2012. 00:00:00,428
14.7.2012. 00:00:00,429
15.7.2012. 00:00:00,430
16.7.2012. 00:00:00,431
17.7.2012. 00:00:00,432
18.7.2012. 00:00:00,434
19.7.2012. 00:00:00,435
20.7.2012. 00:00:00,436
21.7.2012. 00:00:00,437
22.7.2012. 00:00:00,438
23.7.2012. 00:00:00,437
24.7.2012. 00:00:00,437
25.7.2012. 00:00:00,430
26.7.2012. 00:00:00,427
27.7.2012. 00:00:00,428
28.7.2012. 00:00:00,429
29.7.2012. 00:00:00,432
30.7.2012. 00:00:00,432
31.7.2012. 00:00:00,431
1.8.2012. 00:00:00,431
2.8.2012. 00:00:00,433
3.8.2012. 00:00:00,434
4.8.2012. 00:00:00,435
5.8.2012. 00:00:00,437
6.8.2012. 00:00:00,439
7.8.2012. 00:00:00,441
8.8.2012. 00:00:00,443
9.8.2012. 00:00:00,444
10.8.2012. 00:00:00,445
11.8.2012. 00:00:00,445
12.8.2012. 00:00:00,446
13.8.2012. 00:00:00,445
14.8.2012. 00:00:00,446
15.8.2012. 00:00:00,447
16.8.2012. 00:00:00,448
17.8.2012. 00:00:00,449
18.8.2012. 00:00:00,450
19.8.2012. 00:00:00,450
20.8.2012. 00:00:00,450
21.8.2012. 00:00:00,451
22.8.2012. 00:00:00,452
23.8.2012. 00:00:00,453
24.8.2012. 00:00:00,454
25.8.2012. 00:00:00,452
26.8.2012. 00:00:00,452
27.8.2012. 00:00:00,453
28.8.2012. 00:00:00,452
29.8.2012. 00:00:00,452
30.8.2012. 00:00:00,453
31.8.2012. 00:00:00,454
1.9.2012. 00:00:00,455
2.9.2012. 00:00:00,456
3.9.2012. 00:00:00,455
4.9.2012. 00:00:00,455
5.9.2012. 00:00:00,455
6.9.2012. 00:00:00,454
7.9.2012. 00:00:00,453
8.9.2012. 00:00:00,453
9.9.2012. 00:00:00,453
10.9.2012. 00:00:00,454
11.9.2012. 00:00:00,454
12.9.2012. 00:00:00,455
13.9.2012. 00:00:00,456
14.9.2012. 00:00:00,455
15.9.2012. 00:00:00,453
16.9.2012. 00:00:00,452
17.9.2012. 00:00:00,451
18.9.2012. 00:00:00,453
19.9.2012. 00:00:00,454
20.9.2012. 00:00:00,454
21.9.2012. 00:00:00,451
22.9.2012. 00:00:00,450
23.9.2012. 00:00:00,450
24.9.2012. 00:00:00,450
25.9.2012. 00:00:00,453
26.9.2012. 00:00:00,454
27.9.2012. 00:00:00,454
28.9.2012. 00:00:00,455
29.9.2012. 00:00:00,454
30.9.2012. 00:00:00,455
1.10.2012. 00:00:00,455
2.10.2012. 00:00:00,456
3.10.2012. 00:00:00,455
4.10.2012. 00:00:00,454
5.10.2012. 00:00:00,453
6.10.2012. 00:00:00,454
7.10.2012. 00:00:00,454
8.10.2012. 00:00:00,453
9.10.2012. 00:00:00,452
10.10.2012. 00:00:00,452
11.10.2012. 00:00:00,453
12.10.2012. 00:00:00,451
13.10.2012. 00:00:00,452
14.10.2012. 00:00:00,450
15.10.2012. 00:00:00,449
16.10.2012. 00:00:00,449
17.10.2012. 00:00:00,448
18.10.2012. 00:00:00,447
19.10.2012. 00:00:00,447
20.10.2012. 00:00:00,448
21.10.2012. 00:00:00,449
22.10.2012. 00:00:00,447
23.10.2012. 00:00:00,446
24.10.2012. 00:00:00,444
25.10.2012. 00:00:00,443
26.10.2012. 00:00:00,442
27.10.2012. 00:00:00,441
28.10.2012. 00:00:00,441
29.10.2012. 00:00:00,441
30.10.2012. 00:00:00,442
31.10.2012. 00:00:00,443
1.11.2012. 00:00:00,442
2.11.2012. 00:00:00,439
3.11.2012. 00:00:00,438
4.11.2012. 00:00:00,438
5.11.2012. 00:00:00,437
6.11.2012. 00:00:00,435
7.11.2012. 00:00:00,435
8.11.2012. 00:00:00,435
9.11.2012. 00:00:00,435
10.11.2012. 00:00:00,435
11.11.2012. 00:00:00,433
12.11.2012. 00:00:00,431
13.11.2012. 00:00:00,430
14.11.2012. 00:00:00,428
15.11.2012. 00:00:00,425
16.11.2012. 00:00:00,420
17.11.2012. 00:00:00,416
18.11.2012. 00:00:00,412
19.11.2012. 00:00:00,410
20.11.2012. 00:00:00,407
21.11.2012. 00:00:00,407
22.11.2012. 00:00:00,406
23.11.2012. 00:00:00,406
24.11.2012. 00:00:00,407
25.11.2012. 00:00:00,409
26.11.2012. 00:00:00,410
27.11.2012. 00:00:00,412
28.11.2012. 00:00:00,413
29.11.2012. 00:00:00,415
30.11.2012. 00:00:00,416
1.12.2012. 00:00:00,418
2.12.2012. 00:00:00,418
3.12.2012. 00:00:00,419
4.12.2012. 00:00:00,420
5.12.2012. 00:00:00,419
6.12.2012. 00:00:00,418
7.12.2012. 00:00:00,419
8.12.2012. 00:00:00,418
9.12.2012. 00:00:00,417
10.12.2012. 00:00:00,416
11.12.2012. 00:00:00,415
12.12.2012. 00:00:00,416
13.12.2012. 00:00:00,417
14.12.2012. 00:00:00,418
15.12.2012. 00:00:00,419
16.12.2012. 00:00:00,418
17.12.2012. 00:00:00,417
18.12.2012. 00:00:00,417
19.12.2012. 00:00:00,418
20.12.2012. 00:00:00,418
21.12.2012. 00:00:00,417
22.12.2012. 00:00:00,417
23.12.2012. 00:00:00,417
24.12.2012. 00:00:00,416
25.12.2012. 00:00:00,414
26.12.2012. 00:00:00,412
27.12.2012. 00:00:00,410
28.12.2012. 00:00:00,408
29.12.2012. 00:00:00,408
30.12.2012. 00:00:00,404
31.12.2012. 00:00:00,403
1.1.2013. 00:00:00,403
2.1.2013. 00:00:00,401
3.1.2013. 00:00:00,395
4.1.2013. 00:00:00,390
5.1.2013. 00:00:00,389
6.1.2013. 00:00:00,388
7.1.2013. 00:00:00,389
8.1.2013. 00:00:00,395
9.1.2013. 00:00:00,398
10.1.2013. 00:00:00,400
11.1.2013. 00:00:00,402
12.1.2013. 00:00:00,402
13.1.2013. 00:00:00,399
14.1.2013. 00:00:00,393
15.1.2013. 00:00:00,388
16.1.2013. 00:00:00,389
17.1.2013. 00:00:00,389
18.1.2013. 00:00:00,390
19.1.2013. 00:00:00,389
20.1.2013. 00:00:00,386
21.1.2013. 00:00:00,376
22.1.2013. 00:00:00,377
23.1.2013. 00:00:00,378
24.1.2013. 00:00:00,379
25.1.2013. 00:00:00,385
26.1.2013. 00:00:00,390
27.1.2013. 00:00:00,390
28.1.2013. 00:00:00,380
29.1.2013. 00:00:00,382
30.1.2013. 00:00:00,381
31.1.2013. 00:00:00,381
1.2.2013. 00:00:00,384
2.2.2013. 00:00:00,386
3.2.2013. 00:00:00,390
4.2.2013. 00:00:00,390
5.2.2013. 00:00:00,388
6.2.2013. 00:00:00,380
7.2.2013. 00:00:00,373
8.2.2013. 00:00:00,371
9.2.2013. 00:00:00,370
10.2.2013. 00:00:00,362
11.2.2013. 00:00:00,350
12.2.2013. 00:00:00,331
13.2.2013. 00:00:00,308
14.2.2013. 00:00:00,307
15.2.2013. 00:00:00,302
16.2.2013. 00:00:00,289
17.2.2013. 00:00:00,293
18.2.2013. 00:00:00,306
19.2.2013. 00:00:00,323
20.2.2013. 00:00:00,339
21.2.2013. 00:00:00,349
22.2.2013. 00:00:00,352
23.2.2013. 00:00:00,354
24.2.2013. 00:00:00,358
25.2.2013. 00:00:00,365
26.2.2013. 00:00:00,372
27.2.2013. 00:00:00,373
28.2.2013. 00:00:00,370
1.3.2013. 00:00:00,362
2.3.2013. 00:00:00,354
3.3.2013. 00:00:00,346
4.3.2013. 00:00:00,345
5.3.2013. 00:00:00,343
6.3.2013. 00:00:00,335
7.3.2013. 00:00:00,330
8.3.2013. 00:00:00,342
9.3.2013. 00:00:00,349
10.3.2013. 00:00:00,350
11.3.2013. 00:00:00,352
12.3.2013. 00:00:00,340
13.3.2013. 00:00:00,332
14.3.2013. 00:00:00,288
15.3.2013. 00:00:00,279
16.3.2013. 00:00:00,266
17.3.2013. 00:00:00,257
18.3.2013. 00:00:00,251
19.3.2013. 00:00:00,255
20.3.2013. 00:00:00,263
21.3.2013. 00:00:00,257
22.3.2013. 00:00:00,251
23.3.2013. 00:00:00,247
24.3.2013. 00:00:00,245
25.3.2013. 00:00:00,244
26.3.2013. 00:00:00,250
27.3.2013. 00:00:00,262
28.3.2013. 00:00:00,265
29.3.2013. 00:00:00,262
30.3.2013. 00:00:00,265
31.3.2013. 00:00:00,270
1.4.2013. 00:00:00,278
2.4.2013. 00:00:00,280
3.4.2013. 00:00:00,283
4.4.2013. 00:00:00,286
5.4.2013. 00:00:00,278
6.4.2013. 00:00:00,268
7.4.2013. 00:00:00,260
8.4.2013. 00:00:00,252
9.4.2013. 00:00:00,241
10.4.2013. 00:00:00,233
11.4.2013. 00:00:00,228
12.4.2013. 00:00:00,223
13.4.2013. 00:00:00,220
14.4.2013. 00:00:00,222
15.4.2013. 00:00:00,225
16.4.2013. 00:00:00,230
17.4.2013. 00:00:00,233
18.4.2013. 00:00:00,236
19.4.2013. 00:00:00,238
20.4.2013. 00:00:00,239
21.4.2013. 00:00:00,241
22.4.2013. 00:00:00,239
23.4.2013. 00:00:00,240
24.4.2013. 00:00:00,242
25.4.2013. 00:00:00,231
26.4.2013. 00:00:00,231
27.4.2013. 00:00:00,230
28.4.2013. 00:00:00,231
29.4.2013. 00:00:00,232
30.4.2013. 00:00:00,233
1.5.2013. 00:00:00,234
2.5.2013. 00:00:00,235
3.5.2013. 00:00:00,238
4.5.2013. 00:00:00,242
5.5.2013. 00:00:00,245
6.5.2013. 00:00:00,243
7.5.2013. 00:00:00,246
8.5.2013. 00:00:00,249
9.5.2013. 00:00:00,248
10.5.2013. 00:00:00,247
11.5.2013. 00:00:00,250
12.5.2013. 00:00:00,251
13.5.2013. 00:00:00,254
14.5.2013. 00:00:00,257
15.5.2013. 00:00:00,258
16.5.2013. 00:00:00,258
17.5.2013. 00:00:00,265
18.5.2013. 00:00:00,276
19.5.2013. 00:00:00,283
20.5.2013. 00:00:00,289
21.5.2013. 00:00:00,294
22.5.2013. 00:00:00,297
23.5.2013. 00:00:00,262
24.5.2013. 00:00:00,292
25.5.2013. 00:00:00,302
26.5.2013. 00:00:00,305
27.5.2013. 00:00:00,306
28.5.2013. 00:00:00,309
29.5.2013. 00:00:00,314
30.5.2013. 00:00:00,309
31.5.2013. 00:00:00,318
1.6.2013. 00:00:00,322
2.6.2013. 00:00:00,323
3.6.2013. 00:00:00,326
4.6.2013. 00:00:00,330
5.6.2013. 00:00:00,334
6.6.2013. 00:00:00,336
7.6.2013. 00:00:00,335
8.6.2013. 00:00:00,337
9.6.2013. 00:00:00,340
10.6.2013. 00:00:00,340
11.6.2013. 00:00:00,329
12.6.2013. 00:00:00,294
13.6.2013. 00:00:00,257
14.6.2013. 00:00:00,244
15.6.2013. 00:00:00,237
16.6.2013. 00:00:00,234
17.6.2013. 00:00:00,233
18.6.2013. 00:00:00,232
19.6.2013. 00:00:00,238
20.6.2013. 00:00:00,241
21.6.2013. 00:00:00,246
22.6.2013. 00:00:00,252
23.6.2013. 00:00:00,257
24.6.2013. 00:00:00,262
25.6.2013. 00:00:00,266
26.6.2013. 00:00:00,272
27.6.2013. 00:00:00,276
28.6.2013. 00:00:00,290
29.6.2013. 00:00:00,308
30.6.2013. 00:00:00,320
1.7.2013. 00:00:00,322
2.7.2013. 00:00:00,318
3.7.2013. 00:00:00,320
4.7.2013. 00:00:00,326
5.7.2013. 00:00:00,333
6.7.2013. 00:00:00,337
7.7.2013. 00:00:00,340
8.7.2013. 00:00:00,343
9.7.2013. 00:00:00,349
10.7.2013. 00:00:00,355
11.7.2013. 00:00:00,360
12.7.2013. 00:00:00,364
13.7.2013. 00:00:00,368
14.7.2013. 00:00:00,371
15.7.2013. 00:00:00,375
16.7.2013. 00:00:00,377
17.7.2013. 00:00:00,380
18.7.2013. 00:00:00,383
19.7.2013. 00:00:00,386
20.7.2013. 00:00:00,389
21.7.2013. 00:00:00,391
22.7.2013. 00:00:00,393
23.7.2013. 00:00:00,396
24.7.2013. 00:00:00,398
25.7.2013. 00:00:00,401
26.7.2013. 00:00:00,403
27.7.2013. 00:00:00,405
28.7.2013. 00:00:00,407
29.7.2013. 00:00:00,409
30.7.2013. 00:00:00,409
